"","species","decimallongitude","decimallatitude","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","tmin1","tmin10","tmin11","tmin12","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9"
"458","Ginkgo_biloba",-9.512842,52.063423,102,146,62,1309,160,69,29,457,219,273,430,67,42,3344,188,30,158,69,111,30,81,52,42,30,41,53,73,97,116,114,102
"459","Ginkgo_biloba",-6.610064,53.740726,91,141,45,878,93,56,16,258,180,209,236,72,41,3825,188,14,174,71,59,14,67,33,23,15,23,36,61,88,107,104,89
"460","Ginkgo_biloba",-7.162456,53.571808,89,138,43,900,93,57,16,265,184,210,243,73,42,3793,184,11,173,70,58,12,66,30,21,11,22,35,59,87,106,101,86
"461","Ginkgo_biloba",-8.325131,51.911847,104,148,64,1031,114,58,22,325,189,205,316,57,38,3377,186,37,149,71,113,38,88,58,48,37,45,57,79,105,121,121,108
"462","Ginkgo_biloba",-6.434065,53.368615,95,144,50,790,83,51,17,235,158,184,208,72,41,3772,193,19,174,76,62,19,71,39,28,19,27,40,64,91,109,106,93
"463","Ginkgo_biloba",-8.779329,52.561025,103,150,59,978,111,58,21,310,186,208,286,67,40,3646,195,30,165,65,114,30,82,49,38,31,39,50,74,101,120,118,102
"464","Ginkgo_biloba",6.36127,49.4747,97,174,20,752,69,50,10,201,164,201,183,83,33,5989,237,-11,248,174,57,-11,60,25,5,-5,13,40,77,111,127,123,97
"465","Ginkgo_biloba",128.517309,38.336138,118,222,5,1237,263,39,72,679,124,679,124,81,25,8537,273,-51,324,222,5,-51,97,36,-18,-37,5,64,115,159,201,208,158
"466","Ginkgo_biloba",5.42044,43.29169,138,214,65,613,84,14,35,221,78,78,173,91,35,5833,279,20,259,104,214,20,104,59,31,26,51,76,113,147,172,169,142
"467","Ginkgo_biloba",2.23203,47.88516,109,181,35,657,66,47,8,174,148,160,164,90,36,5693,245,1,244,165,71,1,70,36,11,4,26,50,84,115,132,131,110
"468","Ginkgo_biloba",2.68092,48.4065,109,182,35,642,62,44,8,172,141,164,158,89,36,5732,245,1,244,166,72,1,71,37,13,5,27,53,85,116,135,132,110
"469","Ginkgo_biloba",2.70865,48.87377,107,179,32,655,60,45,8,173,144,168,161,87,36,5687,241,0,241,163,69,0,68,36,11,3,24,51,82,114,132,130,107
"470","Ginkgo_biloba",2.35929,48.92964,113,185,39,634,58,43,9,171,139,159,152,85,35,5690,247,7,240,117,75,7,76,43,18,11,32,57,89,119,139,138,115
"471","Ginkgo_biloba",2.40076,48.57476,111,183,37,634,60,44,8,168,139,160,155,85,35,5672,244,5,239,168,75,5,75,41,16,9,32,56,88,119,138,136,114
"472","Ginkgo_biloba",2.63752,48.53938,111,184,36,635,61,44,8,169,140,161,155,88,36,5730,246,3,243,168,74,3,72,38,14,7,29,55,87,118,136,134,111
"473","Ginkgo_biloba",7.55146,48.67073,96,176,14,667,78,40,23,216,122,216,130,86,32,6350,241,-20,261,176,26,-20,61,19,-8,-13,11,42,80,113,130,127,99
"474","Ginkgo_biloba",3.06184,45.77476,101,174,27,662,91,34,32,221,106,208,114,102,39,5718,244,-16,260,156,38,-16,56,22,-4,-13,10,35,68,103,120,118,99
"475","Ginkgo_biloba",3.1154,45.78591,107,180,32,625,88,31,34,212,97,199,104,104,39,5766,251,-12,263,163,44,-12,60,27,0,-8,16,41,74,109,126,124,104
"476","Ginkgo_biloba",3.05812,45.81112,100,173,27,668,91,34,32,223,108,210,116,102,39,5705,243,-16,259,155,38,-16,56,22,-4,-13,10,35,68,103,120,118,98
"477","Ginkgo_biloba",3.0502,45.79618,100,173,27,668,91,34,32,223,108,210,116,102,39,5705,243,-16,259,155,38,-16,56,22,-4,-13,10,35,68,103,120,118,98
"478","Ginkgo_biloba",2.68092,48.4065,109,182,35,642,62,44,8,172,141,164,158,89,36,5732,245,1,244,166,72,1,71,37,13,5,27,53,85,116,135,132,110
"479","Ginkgo_biloba",5.90883,45.58361,110,192,22,880,88,59,11,244,200,215,200,101,34,6570,266,-23,289,115,22,-23,68,27,-11,-11,19,52,88,121,139,134,111
"480","Ginkgo_biloba",7.4621,48.24807,102,183,19,623,79,33,30,217,106,217,107,86,33,6378,249,-11,260,183,33,-11,64,23,-5,-5,18,47,86,119,137,132,104
"481","Ginkgo_biloba",4.94891,45.70176,115,197,30,791,84,51,18,232,157,209,157,95,34,6435,267,-9,276,163,30,-9,73,35,3,-2,27,54,92,126,147,143,117
"482","Ginkgo_biloba",2.74489,47.64513,109,182,35,686,70,47,10,184,150,172,172,92,37,5735,247,0,247,166,72,0,68,35,10,2,25,50,84,115,132,131,109
"483","Ginkgo_biloba",0.4092,45.51131,117,186,47,913,99,54,15,277,191,191,261,101,40,5401,255,7,248,56,186,7,71,40,17,10,33,53,84,117,132,130,112
"484","Ginkgo_biloba",3.60549,44.31736,101,176,28,754,77,46,16,220,160,180,167,99,37,5772,249,-14,263,148,37,-14,61,23,-2,-13,12,34,68,101,123,122,101
"485","Ginkgo_biloba",-73.894333,40.885688,116,227,1,1159,108,79,9,311,260,299,260,95,27,8753,292,-51,343,102,1,-51,79,33,-21,-42,0,51,106,158,189,182,140
"486","Ginkgo_biloba",10.290449,49.073963,80,163,-6,733,90,45,24,251,141,251,150,84,32,6587,223,-39,262,163,6,-39,43,5,-25,-34,-6,28,67,101,118,114,85
"487","Ginkgo_biloba",140.88844,37.05072,133,230,40,1369,184,36,42,495,143,472,143,82,27,7431,280,-16,296,206,40,-16,116,58,9,-12,14,65,112,158,201,216,179
"488","Ginkgo_biloba",126.683587,36.716603,118,237,-8,1214,275,27,78,662,91,646,91,103,28,9513,296,-71,367,234,-8,-71,75,15,-40,-53,-8,48,108,162,209,208,149
"489","Ginkgo_biloba",10.290451,48.873989,74,156,-11,797,98,48,26,277,152,277,161,83,31,6523,216,-44,260,156,1,-44,39,0,-31,-39,-12,22,61,95,112,108,80
"490","Ginkgo_biloba",8.469183,49.457813,102,184,18,650,75,42,19,209,129,209,139,86,32,6448,247,-15,262,184,31,-15,60,25,-1,-7,15,50,87,122,138,133,103
"491","Ginkgo_biloba",9.505449,53.465405,84,161,5,755,81,43,18,232,142,232,172,81,33,6089,218,-27,245,161,37,-25,55,21,-6,-27,-3,28,65,97,117,115,88
"492","Ginkgo_biloba",10.123811,48.724003,74,156,-10,790,99,47,27,278,148,278,156,83,32,6493,216,-43,259,156,2,-43,40,0,-30,-37,-11,22,61,95,111,108,80
"493","Ginkgo_biloba",10.133429,48.732418,77,159,-9,774,97,46,27,273,144,273,152,84,32,6554,220,-42,262,159,4,-42,42,2,-28,-35,-9,25,64,98,115,110,82
"494","Ginkgo_biloba",127.918444,35.598278,104,218,-17,1431,318,26,78,790,102,790,102,113,31,9114,278,-86,364,218,-17,-86,53,-6,-62,-68,-22,33,84,138,186,187,129
"495","Ginkgo_biloba",127.59145,36.959022,110,236,-28,1241,324,24,87,705,81,699,81,114,28,10203,296,-102,398,230,-28,-102,58,-6,-68,-72,-18,40,99,159,204,203,140
"496","Ginkgo_biloba",127.307636,36.939531,103,229,-34,1308,344,26,87,743,86,739,86,111,28,10191,290,-106,396,224,-34,-106,53,-9,-72,-78,-24,34,93,150,198,199,134
"497","Ginkgo_biloba",127.224083,37.713917,102,230,-38,1466,434,21,99,898,74,890,74,108,26,10348,288,-113,401,223,-38,-113,56,-8,-74,-80,-23,37,97,153,200,199,135
"498","Ginkgo_biloba",127.098567,37.657617,113,239,-25,1445,425,21,98,881,73,873,73,102,25,10241,298,-96,394,234,-25,-96,70,6,-57,-64,-9,52,111,165,212,213,148
"499","Ginkgo_biloba",127.019444,36.881111,117,240,-17,1236,308,24,82,690,84,676,84,106,27,9952,300,-85,385,236,-17,-85,70,8,-51,-59,-9,48,108,163,211,211,148
"500","Ginkgo_biloba",128.217686,35.550286,128,240,9,1296,279,20,79,718,83,718,83,115,31,8973,299,-63,362,240,30,-63,78,15,-41,-43,2,58,109,163,210,212,154
"501","Ginkgo_biloba",128.020139,36.755694,97,219,-35,1287,323,26,84,726,87,726,87,114,29,9830,280,-106,386,219,-35,-106,44,-16,-76,-81,-29,28,84,141,185,185,122
"502","Ginkgo_biloba",127.894028,36.836111,109,232,-26,1217,309,24,85,684,81,684,81,115,29,9968,292,-98,390,232,-26,-98,56,-7,-67,-71,-18,38,96,156,199,198,136
"503","Ginkgo_biloba",126.388889,36.786631,118,233,-5,1182,262,28,76,640,92,614,92,95,26,9322,291,-64,355,232,-5,-64,82,22,-33,-48,-7,50,110,163,209,210,153
"504","Ginkgo_biloba",128.978972,35.5335,104,210,-9,1473,283,31,67,733,118,733,118,91,27,8555,265,-69,334,210,-9,-69,73,14,-42,-52,-10,43,92,139,186,192,141
"505","Ginkgo_biloba",127.689464,36.977617,101,228,-37,1288,338,25,87,732,84,732,84,115,28,10214,288,-111,399,228,-37,-111,48,-15,-78,-82,-27,30,90,149,194,194,130
"506","Ginkgo_biloba",128.866667,35.343889,131,236,19,1369,261,25,68,692,97,649,97,100,29,8475,293,-47,340,236,19,-47,97,34,-23,-29,13,67,115,163,210,216,165
"507","Ginkgo_biloba",126.920833,36.832222,118,240,-13,1215,283,25,80,667,87,659,87,108,28,9802,300,-80,380,236,-13,-80,72,10,-47,-57,-9,48,108,163,210,208,147
"508","Ginkgo_biloba",129.160556,35.19,133,232,29,1443,248,32,58,647,124,639,124,81,26,7881,282,-29,311,228,29,-29,112,50,-2,-11,24,76,123,164,209,219,174
"509","Ginkgo_biloba",127.353386,36.844675,102,228,-35,1301,340,26,86,736,87,736,87,112,28,10176,290,-107,397,228,-35,-107,52,-11,-73,-80,-26,32,91,148,197,197,133
"510","Ginkgo_biloba",127.92075,36.961556,114,239,-21,1195,300,23,85,670,79,667,79,115,29,10043,298,-95,393,232,-21,-95,62,-2,-63,-66,-12,44,103,163,205,205,142
"511","Ginkgo_biloba",126.289964,37.781039,112,234,-21,1214,330,15,96,739,59,725,59,96,25,9940,292,-90,382,232,-21,-90,79,14,-49,-62,-8,52,109,158,209,212,153
"512","Ginkgo_biloba",127.177161,36.932592,117,242,-18,1243,321,24,85,703,82,686,82,108,27,10087,301,-89,390,237,-18,-89,68,5,-54,-61,-9,49,109,164,212,213,148
"513","Ginkgo_biloba",126.984122,36.897339,117,240,-16,1233,305,24,82,687,84,673,84,106,27,9925,300,-84,384,236,-16,-84,70,9,-50,-59,-9,49,108,163,211,211,148
"514","Ginkgo_biloba",126.434808,37.716167,106,228,-29,1294,352,17,96,787,64,774,64,97,25,9999,286,-99,385,226,-29,-99,72,6,-58,-69,-15,45,102,153,204,205,145
"515","Ginkgo_biloba",127.169794,37.793539,105,232,-35,1473,445,20,101,912,72,901,72,108,27,10339,290,-110,400,226,-35,-110,59,-5,-71,-78,-21,40,100,155,203,202,137
"516","Ginkgo_biloba",126.241631,36.745619,121,235,0,1138,251,28,76,612,90,590,90,90,25,9215,293,-57,350,234,0,-57,90,29,-25,-41,-2,55,113,165,211,214,159
"517","Ginkgo_biloba",128.70395,36.9354,106,222,-20,1226,256,27,74,647,94,644,94,111,30,9400,281,-89,370,217,-20,-89,55,-5,-63,-65,-17,39,92,146,190,191,130
"518","Ginkgo_biloba",129.184917,35.398333,123,225,15,1402,248,31,61,654,118,642,118,87,27,8160,278,-43,321,223,15,-43,97,37,-17,-26,11,64,111,155,201,209,162
"519","Ginkgo_biloba",126.614444,36.757778,111,229,-15,1242,284,28,78,678,93,662,93,100,27,9524,288,-77,365,227,-15,-77,70,10,-46,-59,-15,42,102,156,203,203,144
"520","Ginkgo_biloba",13.11597,55.84581,78,159,3,665,70,35,22,206,116,193,155,61,26,6201,202,-30,232,153,25,-26,66,13,-2,-30,-10,23,72,112,131,126,100
"521",NA,13.84166,58.70306,60,153,-28,611,72,30,28,206,98,189,121,80,28,7045,212,-69,281,141,3,-60,37,-6,-47,-69,-38,-1,48,93,112,103,71
"522","Ginkgo_biloba",15.2826,57.28229,58,147,-25,631,72,37,21,201,113,189,143,74,28,6708,205,-58,263,137,3,-51,38,-1,-38,-58,-35,-3,42,86,106,101,71
"523","Ginkgo_biloba",14.10098,58.96885,59,153,-31,625,74,30,27,211,101,194,126,81,28,7151,214,-72,286,141,1,-62,34,-9,-51,-72,-41,-4,47,93,113,102,70
"524","Ginkgo_biloba",12.88822,56.66523,77,161,-1,772,89,37,27,256,125,234,168,65,26,6395,206,-44,250,152,22,-37,61,14,-13,-44,-19,21,76,118,137,124,97
"525",NA,13.82812,58.40526,52,143,-35,653,74,33,26,217,106,200,132,80,28,6964,202,-75,277,132,-5,-67,31,-13,-53,-75,-45,-9,40,83,102,93,63
"526","Ginkgo_biloba",128.095,36.822917,87,210,-46,1353,334,28,83,761,92,761,92,113,29,9880,270,-116,386,210,-46,-116,35,-25,-86,-91,-39,19,75,131,177,177,113
"527","Ginkgo_biloba",127.19968,35.473258,121,238,-3,1350,292,36,73,720,118,720,118,113,30,9350,300,-69,369,238,-3,-69,71,10,-44,-52,-8,47,102,160,209,207,148
"528","Ginkgo_biloba",127.84925,36.039809,82,201,-44,1457,339,31,78,805,109,805,109,109,29,9493,260,-110,370,201,-44,-110,33,-24,-82,-91,-43,14,67,122,171,172,110
"529","Ginkgo_biloba",128.013315,37.333836,86,213,-53,1398,353,28,87,797,90,797,90,118,29,10246,272,-131,403,213,-53,-131,33,-30,-96,-101,-43,16,75,134,180,178,113
"530","Ginkgo_biloba",126.538972,35.118639,136,246,22,1196,230,34,64,588,114,588,114,89,26,8796,303,-33,336,246,22,-33,105,46,-6,-20,14,70,125,176,223,228,174
"531","Ginkgo_biloba",128.521683,37.295142,95,214,-34,1366,291,32,77,743,107,722,107,111,29,9609,271,-105,376,209,-34,-105,47,-14,-76,-81,-28,30,84,138,183,182,121
"532","Ginkgo_biloba",128.579625,37.275706,96,214,-32,1357,285,32,75,733,108,713,108,110,29,9542,272,-103,375,209,-32,-103,48,-12,-73,-78,-27,31,85,139,183,183,122
"533","Ginkgo_biloba",128.628594,37.312836,91,207,-35,1402,292,34,74,752,117,724,117,107,29,9388,263,-104,367,202,-35,-104,45,-14,-75,-82,-31,28,81,133,178,178,118
"534","Ginkgo_biloba",126.540778,35.119,136,246,22,1196,230,34,64,588,114,588,114,89,26,8796,303,-33,336,246,22,-33,105,46,-6,-20,14,70,125,176,223,228,174
"535","Ginkgo_biloba",10.401803,53.251019,85,168,2,641,73,37,20,209,121,209,137,86,32,6467,231,-31,262,168,38,-31,51,19,-12,-31,-6,29,66,99,121,118,86
"536","Ginkgo_biloba",9.518167,49.757629,97,179,10,646,76,42,19,206,129,206,140,88,32,6613,242,-25,267,179,22,-25,58,20,-7,-20,8,45,81,115,132,127,98
"537","Ginkgo_biloba",-8.853878,52.339332,98,145,55,1044,122,60,23,341,194,209,317,66,40,3587,190,26,164,62,108,26,78,46,35,26,35,46,69,95,115,113,98
"538","Ginkgo_biloba",8.13664,49.359127,96,177,13,670,73,43,17,208,137,208,151,87,33,6368,240,-21,261,177,55,-21,57,20,-5,-14,9,43,79,114,131,126,98
"539","Ginkgo_biloba",8.703515,50.121273,100,182,17,648,70,40,16,199,131,199,140,88,33,6369,247,-17,264,182,29,-17,58,24,-1,-13,12,47,85,118,136,127,96
"540","Ginkgo_biloba",6.364474,51.279312,100,172,25,799,81,51,12,230,167,230,190,78,33,5760,227,-5,232,172,58,-5,69,34,8,-3,23,45,81,112,130,129,105
"541","Ginkgo_biloba",9.578907,49.993881,91,173,4,671,77,42,18,209,135,209,147,88,32,6586,236,-32,268,173,16,-32,55,16,-12,-26,3,39,75,109,127,121,93
"542","Ginkgo_biloba",-74.153,41.754,88,203,-34,1163,113,78,9,319,256,305,258,111,29,9148,275,-96,371,181,-22,-96,42,-4,-63,-88,-38,20,77,129,156,147,103
"543","Ginkgo_biloba",117.689215,35.273876,127,248,-5,798,232,10,99,502,38,502,38,103,28,9753,301,-65,366,248,-5,-65,85,17,-46,-48,5,70,128,181,216,208,151
"544","Ginkgo_biloba",3.57366,51.05792,102,167,34,742,74,46,14,216,150,197,178,65,31,5288,214,6,208,75,62,6,85,45,18,11,27,53,87,114,133,135,117
"545","Ginkgo_biloba",8.011151,50.370171,92,171,12,650,64,41,14,191,130,191,153,80,32,6201,230,-19,249,171,51,-19,58,22,-5,-13,8,42,78,112,126,124,97
"546","Ginkgo_biloba",9.221082,49.137264,102,183,17,656,83,39,25,223,120,223,129,89,33,6499,245,-19,264,183,29,-19,61,23,-2,-12,15,50,86,121,137,131,103
"547","Ginkgo_biloba",10.592144,53.082314,86,168,3,630,69,37,19,203,123,203,136,84,32,6419,229,-29,258,168,38,-28,53,20,-11,-29,-5,29,68,101,123,119,88
"548","Ginkgo_biloba",-79.923349,40.449425,102,211,-15,973,102,60,17,297,196,288,196,124,33,8739,289,-79,368,191,-15,-79,46,4,-45,-71,-21,26,82,130,156,148,110
"549","Ginkgo_biloba",8.352989,48.747482,94,175,10,817,93,53,18,253,166,253,178,88,33,6472,240,-26,266,160,22,-26,56,15,-13,-18,7,40,78,111,130,125,97
"550","Ginkgo_biloba",-73.790724,40.678807,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"551","Ginkgo_biloba",-73.787881,40.677863,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"552","Ginkgo_biloba",-73.801587,40.679394,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"553","Ginkgo_biloba",-73.787249,40.677866,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"554","Ginkgo_biloba",-73.801775,40.679702,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"555","Ginkgo_biloba",-73.811131,40.679335,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"556","Ginkgo_biloba",-73.809416,40.694968,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"557","Ginkgo_biloba",-73.847567,40.679653,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"558","Ginkgo_biloba",-73.844629,40.677477,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"559","Ginkgo_biloba",-73.854944,40.675906,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"560","Ginkgo_biloba",-73.84955,40.679449,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"561","Ginkgo_biloba",-73.836112,40.668408,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"562","Ginkgo_biloba",-73.939573,40.649464,121,231,9,1131,106,78,10,305,254,298,254,84,25,8648,288,-39,327,105,9,-39,92,43,-10,-31,8,59,114,167,200,194,153
"563","Ginkgo_biloba",-73.838478,40.674214,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"564","Ginkgo_biloba",-73.783427,40.684218,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"565","Ginkgo_biloba",-73.801553,40.679215,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"566","Ginkgo_biloba",-73.801691,40.6948,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"567","Ginkgo_biloba",-73.847445,40.679404,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"568","Ginkgo_biloba",-73.815915,40.686782,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"569","Ginkgo_biloba",-73.851051,40.67884,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"570","Ginkgo_biloba",-73.846454,40.679153,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"571","Ginkgo_biloba",-73.846288,40.679091,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"572","Ginkgo_biloba",-73.812743,40.689657,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"573","Ginkgo_biloba",-73.844585,40.677657,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"574","Ginkgo_biloba",-73.854224,40.675736,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"575","Ginkgo_biloba",-73.839007,40.668187,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"576","Ginkgo_biloba",-73.812999,40.668077,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"577","Ginkgo_biloba",-73.790441,40.678852,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"578","Ginkgo_biloba",-73.801564,40.679278,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"579","Ginkgo_biloba",-73.792411,40.682583,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"580","Ginkgo_biloba",-73.801498,40.694963,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"581","Ginkgo_biloba",-73.803539,40.695703,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"582","Ginkgo_biloba",-73.847506,40.679529,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"583","Ginkgo_biloba",-73.819884,40.679743,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"584","Ginkgo_biloba",-73.846986,40.678183,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"585","Ginkgo_biloba",-73.812782,40.689727,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"586","Ginkgo_biloba",-73.847998,40.676555,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"587","Ginkgo_biloba",-73.854347,40.675764,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"588","Ginkgo_biloba",-73.882837,40.701966,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"589","Ginkgo_biloba",-73.838852,40.668148,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"590","Ginkgo_biloba",-73.939802,40.649449,121,231,9,1131,106,78,10,305,254,298,254,84,25,8648,288,-39,327,105,9,-39,92,43,-10,-31,8,59,114,167,200,194,153
"591","Ginkgo_biloba",-73.909416,40.678258,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"592","Ginkgo_biloba",-73.916632,40.682669,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"593","Ginkgo_biloba",-73.911352,40.66807,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"594","Ginkgo_biloba",-73.852284,40.673805,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"595","Ginkgo_biloba",-73.8564,40.674078,120,230,9,1109,106,76,10,301,249,293,249,82,25,8606,286,-39,325,103,9,-39,92,43,-9,-31,7,59,114,167,200,194,153
"596","Ginkgo_biloba",-73.802482,40.695513,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"597","Ginkgo_biloba",-73.848737,40.660266,120,229,10,1106,106,76,10,300,249,293,249,82,25,8544,285,-37,322,103,10,-37,93,43,-8,-29,8,60,114,167,200,195,153
"598","Ginkgo_biloba",-73.920129,40.65626,121,231,9,1131,106,78,10,305,254,298,254,84,25,8648,288,-39,327,105,9,-39,92,43,-10,-31,8,59,114,167,200,194,153
"599","Ginkgo_biloba",-73.790637,40.744751,118,227,8,1098,105,76,10,299,249,288,249,83,25,8543,284,-40,324,101,8,-40,90,40,-11,-33,5,57,111,164,197,191,150
"600","Ginkgo_biloba",-73.961508,40.645867,120,231,8,1146,108,79,10,308,257,301,257,86,25,8667,290,-41,331,105,8,-41,90,41,-11,-33,7,58,114,167,199,192,151
"601","Ginkgo_biloba",-73.915249,40.656568,121,230,9,1116,106,77,10,302,251,295,251,83,25,8608,287,-38,325,104,9,-38,92,43,-10,-30,8,60,114,168,200,194,153
"602","Ginkgo_biloba",-73.918245,40.64818,121,231,9,1131,106,78,10,305,254,298,254,84,25,8648,288,-39,327,105,9,-39,92,43,-10,-31,8,59,114,167,200,194,153
"603","Ginkgo_biloba",-73.908355,40.689208,120,230,8,1120,106,77,10,303,252,294,252,83,25,8632,287,-39,326,104,8,-39,92,43,-10,-32,7,59,114,167,200,194,152
"604","Ginkgo_biloba",-73.790805,40.678794,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
"605","Ginkgo_biloba",-73.801598,40.679453,120,229,9,1099,106,75,10,298,248,291,248,82,25,8563,285,-38,323,103,9,-38,92,42,-9,-30,8,59,113,166,200,194,153
"606","Ginkgo_biloba",-73.787465,40.677831,119,228,10,1090,106,74,11,298,246,288,246,82,25,8515,284,-38,322,102,10,-38,92,42,-9,-31,6,58,112,165,199,193,152
